id,question,answer,category,source,created_at
664,ふとんはふとんでも寝られないふとんは？,布団→敷き布団,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
665,まくらはまくらでも眠れないまくらは？,枕→枕元の明かり,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
666,タオルはタオルでも拭けないタオルは？,タオル→手折る,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
667,ハンカチはハンカチでも拭けないハンカチは？,ハンカチ→半勝ち,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
668,ティッシュはティッシュでも拭けないティッシュは？,ティッシュ→体質,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
669,トイレットペーパーはトイレットペーパーでも使えないトイレットペーパーは？,トイレットペーパー→トイレ＋戸＋紙,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
670,せっけんはせっけんでも洗えないせっけんは？,石鹸→石巻,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
671,シャンプーはシャンプーでも洗えないシャンプーは？,シャンプー→三風,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
672,リンスはリンスでも使えないリンスは？,リンス→輪巣,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
673,はみがきははみがきでも磨けないはみがきは？,歯磨き→端巻き,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
674,くしはくしでもとかせないくしは？,櫛→串,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
675,かみはかみでも使えないかみは？,紙→髪,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
676,えんぴつはえんぴつでも使えないえんぴつは？,鉛筆→縁日＋筆,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
677,ボールペンはボールペンでも書けないボールペンは？,ボールペン（ボール＋ペン→ボールペンは書くものじゃない）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
678,ものさしはものさしでも測れないものさしは？,物差し→物刺し,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
679,はさみははさみでも使えないはさみは？,ハサミ（ハサミムシ）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
680,のりはのりでも貼れないのりは？,ノリ（糊→海苔）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
681,せんたくばさみはせんたくばさみでも使えないせんたくばさみは？,洗濯ばさみ→戦卓挟み,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
682,かさはかさでもさせないかさは？,傘→笠,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
683,かさはかさでもたためないかさは？,傘→嵩,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
684,かばんはかばんでも持てないかばんは？,鞄→カバのん（カバの子ども）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
685,さいふはさいふでも開けられないさいふは？,財布→菜布,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
686,ふくろはふくろでも開けられないふくろは？,袋→俘虜,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
687,はこははこでも開けられないはこは？,箱→函,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
688,かぎはかぎでも開けられないかぎは？,鍵→可儀,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
689,カレンダーはカレンダーでも見られないカレンダーは？,カレンダー→カレン＋ダー,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
690,とけいはとけいでも見られないとけいは？,時計→徒刑,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
691,めがねはめがねでもかけられないめがねは？,眼鏡→姉が根,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
692,さいふはさいふでも使えないさいふは？,財布→在舗,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
693,ほんはほんでも読めないほんは？,本→盆,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
694,じしょはじしょでも引けないじしょは？,辞書→時書,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
695,じてんはじてんでも見られないじてんは？,辞典→時点,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
696,ちずはちずでも見られないちずは？,地図→地頭,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
697,はがきははがきでも書けないはがきは？,葉書→葉かき,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
698,ふうとうはふうとうでも出せないふうとうは？,封筒→風塔,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
699,きってはきってでも貼れないきっては？,切手→切手＝切って,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
700,はんこははんこでも押せないはんこは？,判子→半子,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
701,しゃしんはしゃしんでも撮れないしゃしんは？,写真→社新,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
702,アルバムはアルバムでも見られないアルバムは？,アルバム→有る場無,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
703,でんちはでんちでも使えないでんちは？,電池→田値,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
704,でんきゅうはでんきゅうでもつかないでんきゅうは？,電球→伝球,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
705,スイッチはスイッチでも押せないスイッチは？,スイッチ→酢一茶,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
706,コンセントはコンセントでも使えないコンセントは？,コンセント→根煎と,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
707,コードはコードでも使えないコードは？,コード→香得,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
708,ケーブルはケーブルでも使えないケーブルは？,ケーブル→家部留,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
709,アンテナはアンテナでも立たないアンテナは？,アンテナ→安手な,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
710,テレビはテレビでも映らないテレビは？,テレビ→手レビュー,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
711,ラジオはラジオでも聞こえないラジオは？,ラジオ→裸字負,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
712,はいざらははいざらでも使えないはいざらは？,灰皿→杯皿,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
713,ライターはライターでも使えないライターは？,ライター→来たー,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
714,マッチはマッチでも擦れないマッチは？,マッチ→末地,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
715,ろうそくはろうそくでも灯せないろうそくは？,蝋燭→労属,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
716,しんぶんはしんぶんでも読めないしんぶんは？,新聞→辛文,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
717,ざっしはざっしでも読めないざっしは？,雑誌→雑司,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
718,まんがはまんがでも読めないまんがは？,漫画→万画,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
719,はがきははがきでも出せないはがきは？,葉書→八月/歯がき,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
720,つくえはつくえでも使えないつくえは？,机→告え,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
721,いすはいすでも座れないいすは？,椅子→医巣,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
722,たんすはたんすでも開けられないたんすは？,箪笥→炭素,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
723,ほんだなはほんだなでも使えないほんだなは？,本棚→盆棚→お盆の棚,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
724,カーテンはカーテンでも閉められないカーテンは？,カーテン→課連,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
725,じゅうたんはじゅうたんでも敷けないじゅうたんは？,絨毯→重炭,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
726,エアコンはエアコンでも使えないエアコンは？,エアコン→絵亜紺,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
727,だんぼうはだんぼうでも使えないだんぼうは？,暖房→断棒,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
728,れいぼうはれいぼうでも使えないれいぼうは？,冷房→冷棒→零棒,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
729,そうじきはそうじきでも使えないそうじきは？,掃除機→相除機,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
730,せんたくきはせんたくきでも使えないせんたくきは？,洗濯機→千濯機,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
731,れいぞうこはれいぞうこでも使えないれいぞうこは？,冷蔵庫→礼葬庫,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
732,でんしレンジはでんしレンジでも使えないでんしレンジは？,電子レンジ→伝子レンジ→伝子のレンジ,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
733,トースターはトースターでも使えないトースターは？,トースター→陶炭,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
734,すいはんきはすいはんきでも使えないすいはんきは？,炊飯器→粋搬器,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
735,やかんはやかんでも使えないやかんは？,薬缶→夜缶,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
736,なべはなべでも使えないなべは？,鍋→苗,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
737,フライパンはフライパンでも使えないフライパンは？,フライパン→腐来破ん,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
738,まな板はまな板でも使えないまな板は？,まな板→愛板,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
739,ほうちょうはほうちょうでも使えないほうちょうは？,包丁→放長,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
740,さらはさらでも使えないさらは？,皿→沙羅,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
741,おちゃわんはおちゃわんでも使えないおちゃわんは？,お茶碗→お茶椀→お茶＋笑う,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
742,コップはコップでも使えないコップは？,コップ→骨っぷ,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
743,はしははしでも使えないはしは？,箸→橋,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
744,スプーンはスプーンでも使えないスプーンは？,スプーン→巣風韻,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
745,フォークはフォークでも使えないフォークは？,フォーク→フォークダンス,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
746,ナイフはナイフでも使えないナイフは？,ナイフ→ナイーブ,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
747,ようふくはようふくでも着られないようふくは？,洋服→曜福,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
748,ワイシャツはワイシャツでも着られないワイシャツは？,ワイシャツ→和慰紗つ,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
749,ズボンはズボンでも履けないズボンは？,ズボン→図凡,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
750,スカートはスカートでも履けないスカートは？,スカート→州嘉斗,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
751,セーターはセーターでも着られないセーターは？,セーター→背当たー→温めるもの,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
752,ジャケットはジャケットでも着られないジャケットは？,ジャケット→邪閨戸,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
753,コートはコートでも着られないコートは？,コート→戸→こうと,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
754,マフラーはマフラーでも巻けないマフラーは？,マフラー→魔風ら,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
755,てぶくろはてぶくろでも嵌められないてぶくろは？,手袋→手子ろ,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
756,太陽は太陽でも昇らない太陽のは？,タイヨウ（大洋）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
757,月は月でも光らない月のは？,ツキ（月→突き）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
758,星は星でも光らない星のは？,ホシ（星→干し）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
759,雲は雲でも動かない雲のは？,クモ（蜘蛛）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
760,風は風でも吹かない風のは？,カゼ（風邪）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
761,雨は雨でも降らない雨のは？,アメ（飴）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
762,雪は雪でも積もらない雪のは？,ユキ（雪→幸）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
763,虹は虹でも出ない虹のは？,ニジ（虹→二次）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
764,山は山でも登れない山のは？,ヤマ（山→やま）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
765,川は川でも泳げない川のは？,カワ（川→皮）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
766,海は海でも泳げない海のは？,ウミ（海→有実）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
767,空は空でも飛べない空のは？,ソラ（空→素裸）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
768,森は森でも入れない森のは？,モリ（森→盛り）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
769,林は林でも歩けない林のは？,ハヤシ（林→林檎）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
770,花は花でも咲かない花のは？,ハナ（花→鼻）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
771,草は草でも生えない草のは？,クサ（草→腐さ→くさる）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
772,木は木でも切れない木のは？,キ（木→気）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
773,実は実でも食べられない実のは？,ミ（実→身）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
774,種は種でも蒔けない種のは？,タネ（種→種ね→種ねー）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
775,根は根でも生えない根のは？,ネ（根→値）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
776,葉は葉でも落ちない葉のは？,ハ（葉→歯）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
777,枝は枝でも折れない枝のは？,エダ（枝→柄）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
778,石は石でも投げられない石のは？,イシ（石→意思）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
779,岩は岩でも動かない岩のは？,イワ（岩→言わ）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
780,砂は砂でも掴めない砂のは？,スナ（砂→巣な）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
781,土は土でも掘れない土のは？,ツチ（土→槌）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
782,池は池でも泳げない池のは？,イケ（池→行け）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
783,湖は湖でも渡れない湖のは？,ミズウミ（湖→水産）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
784,島は島でも渡れない島のは？,シマ（島→縞）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
785,谷は谷でも下りられない谷のは？,タニ（谷→タニ→種に）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
786,屋根は屋根でも登れない屋根のは？,ヤネ（屋根→やねー）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
787,壁は壁でも壊せない壁のは？,カベ（壁→下部）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
788,床は床でも歩けない床のは？,ユカ（床→愉快）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
789,窓は窓でも開けられない窓のは？,マド（窓→魔戸）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
790,玄関は玄関でも入れない玄関のは？,ゲンカン（玄関→原感）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
791,廊下は廊下でも歩けない廊下のは？,ロウカ（廊下→老か）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
792,階段は階段でも上れない階段のは？,カイダン（階段→会談）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
793,庭は庭でも遊べない庭のは？,ニワ（庭→俄）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
794,門は門でも開けられない門のは？,モン（門→文）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
795,塀は塀でも越えられない塀のは？,ヘイ（塀→平）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
796,頭は頭でも使えない頭のは？,アタマ（頭→当た間）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
797,髪は髪でも切れない髪のは？,カミ（髪→紙）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
798,顔は顔でも洗えない顔のは？,カオ（顔→顔→価を）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
799,目は目でも見えない目のは？,メ（目→芽）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
800,耳は耳でも聞こえない耳のは？,ミミ（耳→実々）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
801,鼻は鼻でも効かない鼻のは？,ハナ（鼻→花）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
802,口は口でも言えない口のは？,クチ（口→口→苦遅）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
803,歯は歯でも磨けない歯のは？,ハ（歯→葉）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
804,舌は舌でも動かせない舌のは？,シタ（舌→下）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
805,喉は喉でも鳴らない喉のは？,ノド（喉→ノド→野努）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
806,首は首でも回らない首のは？,クビ（首→首→九日）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
807,肩は肩でも凝らない肩のは？,カタ（肩→型）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
808,腕は腕でも上がらない腕のは？,ウデ（腕→腕→有手）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
809,手は手でも使えない手のは？,テ（手→手）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
810,指は指でも曲がらない指のは？,ユビ（指→指→有日）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
811,爪は爪でも切れない爪のは？,ツメ（爪→詰め）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
812,胸は胸でも張れない胸のは？,ムネ（胸→旨）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
813,腹は腹でも空かない腹のは？,ハラ（腹→原）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
814,腰は腰でも痛くない腰のは？,コシ（腰→腰→古姿）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
815,足は足でも動かない足のは？,アシ（足→脚→芦）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
816,膝は膝でも曲がらない膝のは？,ヒザ（膝→膝→日座）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
817,踵は踵でも上がらない踵のは？,カカト（踵→高高と）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
818,赤は赤でも塗れない赤のは？,アカ（赤→垢）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
819,青は青でも塗れない青のは？,アオ（青→青→あおる）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
820,黄色は黄色でも塗れない黄色のは？,キイロ（黄色→気色）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
821,緑は緑でも塗れない緑のは？,ミドリ（緑→緑→見鳥）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
822,白は白でも塗れない白のは？,シロ（白→代）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
823,黒は黒でも塗れない黒のは？,クロ（黒→苦労）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
824,紫は紫でも塗れない紫のは？,ムラサキ（紫→村先）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
825,ピンクはピンクでも塗れないピンクのは？,ピンク（品区）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
826,茶色は茶色でも塗れない茶色のは？,チャイロ（茶色→茶色→茶偉炉）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
827,金は金でも塗れない金のは？,キン（金→菌）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
828,銀は銀でも塗れない銀のは？,ギン（銀→吟）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
829,サッカーはサッカーでもできないサッカーのは？,サッカー（作家）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
830,野球は野球でもできない野球のは？,ヤキュウ（野球→夜泣く）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
831,テニスはテニスでもできないテニスのは？,テニス（手にす）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
832,ゴルフはゴルフでもできないゴルフのは？,ゴルフ（ゴルフ→五流風）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
833,卓球は卓球でもできない卓球のは？,タッキュウ（卓球→活休）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
834,バレーはバレーでもできないバレーのは？,バレー（バレー→場冷え）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
835,水泳は水泳でもできない水泳のは？,スイエイ（水泳→粋泳）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
836,柔道は柔道でもできない柔道のは？,ジュウドウ（柔道→重道）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
837,剣道は剣道でもできない剣道のは？,ケンドウ（剣道→検討）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
838,相撲は相撲でもできない相撲のは？,スモウ（相撲→素毛）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
839,ギターはギターでも弾けないギターのは？,ギター（議他）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
840,ピアノはピアノでも弾けないピアノのは？,ピアノ（ひあの）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
841,バイオリンはバイオリンでも弾けないバイオリンのは？,バイオリン（バイオリン→場依織りん）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
842,トランペットはトランペットでも吹けないトランペットのは？,トランペット（虎んぺっと）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
843,フルートはフルートでも吹けないフルートのは？,フルート（風流と）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
844,ハーモニカはハーモニカでも吹けないハーモニカのは？,ハーモニカ（刃もにか）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
845,太鼓は太鼓でも叩けない太鼓のは？,タイコ（太鼓→太古）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
846,鈴は鈴でも鳴らせない鈴のは？,スズ（鈴→錫）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
847,学校は学校でも行けない学校のは？,ガッコウ（学校→楽校）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
848,病院は病院でも行けない病院のは？,ビョウイン（病院→秒院）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
849,駅は駅でも行けない駅のは？,エキ（駅→益）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
850,公園は公園でも行けない公園のは？,コウエン（公園→後援）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
851,神社は神社でも行けない神社のは？,ジンジャ（神社→人者）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
852,お寺はお寺でも行けないお寺のは？,オテラ（お寺→お寺→お手ら）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
853,郵便局は郵便局でも行けない郵便局のは？,ユウビンキョク（郵便局→有瓶局）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
854,図書館は図書館でも行けない図書館のは？,トショカン（図書館→図書缶）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
855,博物館は博物館でも行けない博物館のは？,ハクブツカン（博物館→白物缶）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
856,喫茶店は喫茶店でも行けない喫茶店のは？,キッサテン（喫茶店→喫茶店→喫擦点）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
857,医者は医者でも呼べない医者のは？,イシャ（医者→違者）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
858,看護師は看護師でも呼べない看護師のは？,カンゴシ（看護師→鑑護師）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
859,先生は先生でも呼べない先生のは？,センセイ（先生→千世）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
860,警察官は警察官でも呼べない警察官のは？,ケイサツカン（警察官→警擦缶）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
861,消防士は消防士でも呼べない消防士のは？,ショウボウシ（消防士→勝報師）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
862,運転手は運転手でも呼べない運転手のは？,ウンテンシュ（運転手→運転手→有転手）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
863,パイロットはパイロットでも呼べないパイロットのは？,パイロット（パイロット→肺炉っと）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
864,船長は船長でも呼べない船長のは？,センチョウ（船長→戦長）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
865,社長は社長でも呼べない社長のは？,シャチョウ（社長→車長）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
866,会長は会長でも呼べない会長のは？,カイチョウ（会長→回腸）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
867,愛は愛でも見えない愛のは？,アイ（愛→I）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
868,夢は夢でも見れない夢のは？,ユメ（夢→ゆめ）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
869,希望は希望でも持てない希望のは？,キボウ（希望→機房）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
870,勇気は勇気でも出せない勇気のは？,ユウキ（勇気→有機）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
871,元気は元気でも出せない元気のは？,ゲンキ（元気→原基）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
872,根気は根気でも出せない根気のは？,コンキ（根気→今季）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
873,本気は本気でも出せない本気のは？,ホンキ（本気→本機）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
874,やる気はやる気でも出せないやる気のは？,ヤルキ（野流機）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
875,気合いは気合いでも入れられない気合いのは？,キアイ（気合い→気合→木藍）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
876,やさしさはやさしさでも見せられないやさしさのは？,ヤサシサ（やさしさ→80歳）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
877,努力は努力でも見せられない努力のは？,ドリョク（努力→土緑）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
878,才能は才能でも見せられない才能のは？,サイノウ（才能→菜能）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
879,幸せは幸せでもつかめない幸せのは？,シアワセ（幸せ→四綿）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
880,平和は平和でも作れない平和のは？,ヘイワ（平和→兵和）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
881,自由は自由でも手に入れられない自由のは？,ジユウ（自由→侍勇）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
882,平等は平等でも行えない平等のは？,ビョウドウ（平等→病道）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
883,水は水でも飲めない水のは？,ミズ（水→見ず）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
884,火は火でも消せない火のは？,ヒ（火→日）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
885,お金はお金でも使えないお金のは？,オカネ（お金→お金→おかね→おかねー）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
886,時間は時間でも戻せない時間のは？,ジカン（時間→字間）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
887,言葉は言葉でも話せない言葉のは？,コトバ（言葉→琴場）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
888,写真は写真でも撮れない写真のは？,シャシン（写真→社新）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
889,ニュースはニュースでも伝えないニュースのは？,ニュース（乳巣）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
890,情報は情報でも伝えない情報のは？,ジョウホウ（情報→条報）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
